"","20634274.G","24664996.G","35592862.G","55583441.G","21000216.G","24073245.G","1797756.G","17260313.G","94549523.G","38056377.G"
"ENSG00000242268",0,3.25645,0,0,0,0,0,0,0,0
"ENSG00000167578",32.1995,69.7246,55.4394,101.99,108.085,91.1344,44.0579,84.7729,3.90421,39.5286
"ENSG00000270112",0,0,0,3.3403,0,0,0,0,0,0
"ENSG00000078237",41.7928,36.0913,40.563,46.757,58.993,63.8218,33.0564,67.8427,32.2054,29.6307
"ENSG00000263642",0,0,0,0,0,0,0,0,0,0
"ENSG00000225275",0,0,0,0,0,0,6.08086,0,0,0
"ENSG00000269416",0,5.39066,0,0,0.797697,0,0,0.0440145,0,0.45294
"ENSG00000236850",1.30001,0.887745,3.58426,1.41917,0.806056,1.20149,4.67722,1.7952,2.51289,3.44307
"ENSG00000060642",8.22867,8.82739,9.0402,14.2221,8.20835,9.70599,10.6658,12.7005,0,11.2322
"ENSG00000231981",0,0,0,0,0,0,0,0,0,0.241162
"ENSG00000201788",0,0,0,0,0,0,0,0,0,0
"ENSG00000019995",3.81168,7.32818,3.48695,2.3681,0.530903,2.52278,3.83342,2.58277,16.8434,10.1132
"ENSG00000167700",9.74439,19.7904,14.3615,16.838,0.868542,9.1907,15.9048,9.99815,23.1069,10.4604
"ENSG00000172137",0,0,2.36202,0,0,0,0.947595,0,4.85328,0
"ENSG00000240423",0.117721,0.625052,0,0,0,0,0,0.0906352,0,0.0596757
"ENSG00000271616",0,0,0,0,0,0,0,0,4.65389,0
"ENSG00000264310",0,0,0,0,0,0,0,0,0,0
"ENSG00000236040",0,0.418132,0,0,0,0,0,0,0,0
"ENSG00000231105",0,0.729937,0.182881,1.81142,0,0.273757,0.0737591,0.295661,0,0.0555873
"ENSG00000182141",13.0418,14.5858,21.0843,9.61386,20.8008,13.4092,13.0328,28.6653,1.35179,17.9667
"ENSG00000136895",16.096,98.3006,39.9094,143.942,36.6515,22.3296,29.1986,66.0691,83.5052,34.6048
"ENSG00000231112",0,0,0,0,0,0,0,0,0,0
"ENSG00000271100",17.8227,19.9187,9.64667,0,0,10.0904,48.6332,0,0,4.10627
"ENSG00000264981",0,0,0,0,0,0,2.30324,0,0,0
"ENSG00000197557",0.345248,0.403393,0.47938,0.709767,0,0.400059,0.463095,0.122115,7.52894,0.129625
"ENSG00000233540",1.35108,1.66723,0.739397,0,0,0,1.83901,0,0,0.976578
"ENSG00000252650",0,0,0,0,0,0,0,0,0,0
"ENSG00000102174",0.0619462,0.222908,0.0877177,0,0.135221,0.0674852,0.0559705,0.0322047,25.6839,0.0545063
"ENSG00000207754",0,0,0,0,0,0,0,0,0,0
"ENSG00000232001",0,0,0,0,0,0,0,0,44.7221,0
"ENSG00000166391",0.415206,0,0.184721,0,0,0,0,0.0640623,1.68868,0.152285
"ENSG00000270469",0,1.63149,0,0,0,0,0,0,0,0
"ENSG00000227959",0.359358,0.472099,1.20032,0,0,1.11356,0.975558,0.686124,0,0.180803
"ENSG00000227586",0.931226,6.77642,2.03094,0,0.685076,0,1.26766,0.669721,0,0.443979
"ENSG00000126267",289.034,84.0182,229.423,189.235,418.4,292.157,197.103,175.914,120.104,193.052
"ENSG00000269148",2.31002,7.49235,4.60075,2.89218,0.385843,1.28152,2.72018,2.47736,5.11223,3.07122
"ENSG00000179262",61.2002,44.2916,80.4047,46.6223,54.43,50.4858,59.4595,45.1294,82.8997,53.2584
"ENSG00000251538",0,0,0,0,0,0,1.103,0,0,0.508573
"ENSG00000152953",3.12173,6.22295,3.9447,4.96287,0,2.30357,3.3201,3.004,14.6514,3.14365
"ENSG00000166368",0,4.74959,0.154073,0,0,0,0,0.106035,26.6679,0.488799
"ENSG00000078668",89.9253,20.7711,68.3701,71.6529,9.75974,68.835,68.5895,80.7775,15.5147,55.914
"ENSG00000234900",0,0,0,0,0,0,0,0.182935,0,0
"ENSG00000182648",0.732807,0,2.92172e-22,6.54309,31.2354,1.91549,7.50462e-08,1.3681,0,0.570212
"ENSG00000251044",0,0,0,0,0,0,0,0,0,0.388255
"ENSG00000101199",22.1234,31.7295,55.9159,91.1271,18.5833,38.7387,35.5252,43.2747,1.12709,28.7466
"ENSG00000249830",0,0.886901,0,0,0,0,0,0,0,0
"ENSG00000225269",0,1.72236,0,0,0,0,0,0.124702,0,0.0820782
"ENSG00000214062",0,0,0.270615,0,0,0.599985,0,0.184692,7.58508,0
"ENSG00000270440",0,0,0,0,0,0,0,0,0,0
"ENSG00000095587",0.0951246,0.392558,0.0825278,0,0,0.119086,0.129014,0,0,0.0386827
"ENSG00000264198",0.180655,1.2376,0.183272,0.962187,0.0949892,0.0658173,0.0800448,0.388763,6.62911,0.319897
"ENSG00000269113",0,1.34733,0.0202473,0,0,0,0.0488888,0.253264,0,0.151736
"ENSG00000185652",0,1.04804,0,0,0.157174,0,0,0,0,0
"ENSG00000264085",0,0,0,0,0,0,0,0,0,0
"ENSG00000261475",0,0,0,0,0,0,0,0,0,0
"ENSG00000008517",0,6.83848,0.375702,0,0,0.473306,0.287172,1.13377,0,0.259383
"ENSG00000266644",1.39548,2.41248,1.46022,2.02856,0.661511,0,1.22578,1.77098,20.2273,2.63511
"ENSG00000227896",0.476361,2.91057,0.679711,2.882,0,2.50923,0.528343,1.34678,0,0.310148
"ENSG00000229637",0,2.17776,0.947882,0,0,0,0,0,0,1.47564
"ENSG00000088179",3.73362,12.734,8.50726,1.03886,0.163794,5.0372,15.0498,7.18269,58.1475,11.1041
"ENSG00000166634",0,0,0,0,0,0,0,0,0.79649,0.124759
"ENSG00000199812",0,0,0,0,0,0,0,0,0,0
"ENSG00000261789",0.170459,0.455018,0.0953492,0,0,0,0,0.0658997,0,0.0867532
"ENSG00000196167",0,1.25677,0,0,0,0.0296819,0.998161,0,0.779149,0.277577
"ENSG00000254092",0,0,0,0,0,0,0,0,0,0
"ENSG00000161558",5.51575,21.9377,8.34253,17.4735,14.3391,15.9469,12.7865,17.5874,62.6069,14.4456
"ENSG00000260900",11.8698,4.70147,21.6945,0,12.4975,15.6064,3.60065,8.17242,0,7.04448
"ENSG00000185615",0,0,0,0,0,0,0,0,0,0
"ENSG00000250571",1.27061,3.86536,2.84231,5.05035,10.4454,4.8064,4.7179,2.33353,2.2211,2.60673
"ENSG00000207630",0,0,0,0,0,0,0,0,0,0
"ENSG00000264438",1.8706,4.38278,0,0,1.29314,0,2.54284,0,0,1.75177
"ENSG00000219747",5.81085,3.19502,4.24264,7.27489,12.3763,7.29998,7.4698,10.1314,5.44411,7.16737
"ENSG00000207000",0,430.557,0,0,0,0,0,0,0,0
"ENSG00000254131",0,4.4789,0,13.5445,42.399,5.73677,1.6359,1.75965,0,0
"ENSG00000255193",0,0.687588,0,0,0,0,0,0,0,0
"ENSG00000264104",0.054285,0.145668,0.121652,0,0,0.273156,0,0,11.1396,0
"ENSG00000179833",19.789,7.66102,23.1477,41.6021,25.3123,18.392,25.4225,27.9643,36.6027,29.1698
"ENSG00000165312",12.1158,5.8295,18.6361,49.9797,14.0353,9.69317,18.9597,9.45395,29.1007,22.9022
"ENSG00000221372",0,0,0,0,0,0,0,0,0,0
"ENSG00000159618",7.7141,34.7705,12.9648,19.3148,11.8571,9.03669,13.3104,17.52,0.92358,4.28275
"ENSG00000158966",0.0243389,1.51245,0,0.539728,0,1.33104,0,0,0.16276,0
"ENSG00000234892",0,0,0,0,0,0,0,0,0,0.0807057
"ENSG00000227535",2.00341,0,0,0,0,2.30415,0,1.40143,9.79014,0
"ENSG00000252628",0,0,0,0,0,0,0,0,0,0
"ENSG00000166007",0,0.307904,0,0,0.189973,0,0,0,0,0.0260406
"ENSG00000265191",4.00682,0,0,0,0,0,0,2.80285,0,0
"ENSG00000167768",0.0550879,0,0,0,0,0,0,0.503502,0,0
"ENSG00000171551",0,0,0,0,0,0,0.0792686,0,0,0
"ENSG00000136231",0.69077,6.44605,0.480793,0,0.213233,0.68473,0.418294,1.1553,7.93082,0.633194
"ENSG00000273406",0,3.59243,0,0,0,0.572545,0.64729,2.63724,0,1.16117
"ENSG00000147257",0,2.16758,0,0,0,0,0,0.29766,0,0.0974333
"ENSG00000199903",0,0,0,0,0,0,0,0,0,0
"ENSG00000257885",0,1.62618,0,0,0,0.256061,0,0.157718,0,0
"ENSG00000200058",0,0,0,0,0,0,0,0,0,0
"ENSG00000218358",0,2.79923,0,0,0,0,0,0.735139,0.60748,0.88503
"ENSG00000266460",0,0.83583,0,0,0,0,0,0,17.787,0
"ENSG00000264091",0,0,0,0,0,0,0,0,0,0
"ENSG00000238921",0,0,0,0,0,0,0,0,0,0
"ENSG00000269349",0,0,0.621778,0,0,0,0,0.710471,0,0
"ENSG00000231078",0,0,0,0,0,0,0,0,0,0
"ENSG00000236998",0.71732,0,0,0,0,0,0,2.02452,1.54863,0.908865
"ENSG00000224563",0,0,0,5.01909,0,0,1.81813,0,0,0
"ENSG00000246526",0.15353,1.23125,0.429584,0,0,0.0963111,0.208191,0.831897,0,0.234656
"ENSG00000241670",5.79824,7.76468e-16,3.34685,10.1407,5.80995,2.90539,0.747593,3.71072,4.2225,2.65673
"ENSG00000259659",0.56746,18.324,1.5715,0,0,1.04257,2.69839,2.99398,22.6671,2.82028
"ENSG00000202175",0,0,0,0,0,0,0,0,0,0
"ENSG00000174442",5.16432,2.50949,8.38783,4.7671,1.65832,1.18023,5.04848,9.70534,12.4043,1.57335
"ENSG00000120662",17.0602,19.0719,16.8068,18.16,10.5663,12.6846,21.6749,14.117,1.87588,11.29
"ENSG00000235523",0,0,0,0,0,0,0,0,0,0
"ENSG00000249848",0,9.73007,1.52735,0,0,0.420608,0.469783,2.06928,0,0.682587
"ENSG00000265704",0,0,0,0,0,0,0,0,0,0
"ENSG00000125827",4.3194,2.22222,4.30913,1.37319,0.17158,2.76186,4.17196,1.91102,2.72032,3.63048
"ENSG00000230225",1.99553,9.34944,3.01546,1.30722,0,0.146566,1.43314,1.17493,0,1.48768
"ENSG00000239877",0,0.473801,0,0,0,0.333759,0,0,0,0.0451747
"ENSG00000201398",0,0,0,0,0,0,0,0,0,0
"ENSG00000272905",0,0,0,0,0,1.34508,2.67022,0,0,0
"ENSG00000215386",13.6577,30.7938,27.9367,26.9427,82.3891,35.8535,25.1556,95.4871,65.2535,20.1792
"ENSG00000164647",0.122797,1.16783,0.0933078,0,0,0,0,0.113018,0.630455,0.223299
"ENSG00000225630",377.353,440.563,1311.11,545.745,768.07,867.381,673.564,951.39,322.392,857.583
"ENSG00000230231",0,1.16985,0,0,0,0.553077,0.304544,0.170294,0,0
"ENSG00000231880",2.62368,6.68742,3.30898,0,0,2.27433,3.56702,1.95749,4.48655,3.50617
"ENSG00000103089",0,0,0,0,0,0,0,0,2.06997,0.0936961
"ENSG00000227489",0,0,0,0,0,0,0,0,0,0
"ENSG00000226688",21.2271,57.3639,27.054,51.366,16.6521,37.8623,31.8644,55.4172,9.29295,25.4244
"ENSG00000013392",1.48465,10.6907,4.86513,0.691975,0,4.525,3.43393,5.83045,29.2684,3.13944
"ENSG00000258279",0,0,0,0,0,0,0,0,0,0
"ENSG00000250929",0,0,0.805708,0,0,0,0,0,0,0.179834
"ENSG00000204581",0,0.824185,0,0,0,0,0,0,0,0.75301
"ENSG00000265515",0,0,0,0,0,0,0,0,0,0
"ENSG00000225620",0,0,0,0,0,0,0,0,0,0.38382
"ENSG00000232638",0,0,0,0,0,0,0,0,0,0
"ENSG00000206260",0,0,0.0659693,0,0,0,0,0,0,0.0601354
"ENSG00000237786",0,0,3.23831,0,0,0,0,0,0,0.471462
"ENSG00000272911",0,0,2.68785,0,0,0,0,0.879421,0,0.584646
"ENSG00000184178",16.6118,3.61216,20.621,34.1205,17.3356,18.3473,16.9358,7.461,47.2833,2.31813
"ENSG00000230039",0,0,0,0,0,0,0.430418,0,0,0
"ENSG00000105281",164.002,128.052,141.658,200.658,61.4571,96.8224,169.798,100.256,69.0056,129.659
"ENSG00000244661",0,0,0,0,0,0,0,0,0,0
"ENSG00000069399",3.70546,1.81526,7.53385,15.2856,0,4.11379,4.71125,0.880729,0,2.47374
"ENSG00000256014",0,0,0,0,0,0,0,0,0,0
"ENSG00000164182",57.0383,1.3077,40.6336,25.4155,0,22.6889,43.371,18.5216,36.016,29.6459
"ENSG00000232879",0,0,0,0,0,0,0,5.42981,0,0
"ENSG00000105137",0.0433056,0.18324,0.194203,2.68576,0,0.0545482,0.904363,0.235687,0,0.30248
"ENSG00000136381",10.6222,18.8981,17.9643,24.5524,13.2869,14.8056,18.4143,24.3673,17.8144,14.6235
"ENSG00000173566",1.15123,1.49507,2.8109,1.7785,0,3.24756,5.34332,3.43016,0,1.87751
"ENSG00000153015",20.4158,20.5426,27.6754,32.3706,10.5486,30.037,30.8489,27.2725,0,15.2367
"ENSG00000254978",0.149027,0,0.822362,4.19187,0.22362,0.226118,0,0.556065,0,0.0825612
"ENSG00000214866",0,1.31909,0,0,0,0,0,0,0,0
"ENSG00000261949",0,0,0,0,0,0,0,0,0,0
"ENSG00000202290",0,0,0,0,0,0,0,0,0,0
"ENSG00000254578",26.5364,37.3446,24.6767,52.0053,56.3949,39.2917,28.2463,56.882,0,32.4287
"ENSG00000240710",1.06158,4.12553,2.94239,2.97761,0,1.30289,2.52364,2.00483,0,1.32175
"ENSG00000268889",0,0,0,0,0,0.439531,0,0,0,0
"ENSG00000268234",0,0,0,0,0,0.0460369,0,0,15.8297,0.0485989
"ENSG00000225215",0.127227,0,0.284059,0,0,0,0,0,0,0.193259
"ENSG00000036448",0.162782,4.53761,5.28007,0,25.6798,2.96364,0.298006,6.32378,1.54224,3.6273
"ENSG00000257246",5.75369,18.59,13.8021,7.73564,6.29122,5.10469,14.3769,11.1761,76.2165,3.1075
"ENSG00000250210",1.53451e-05,3.25146e-06,0.132868,1.80495e-05,0.669939,0.186674,0.187985,0.228547,7.56682e-06,0.0682744
"ENSG00000185269",0.411998,0,0.691286,0,0,0,0.0791959,0,0,0.328092
"ENSG00000089116",0,0,0,0,0,0,0,0,0.60026,0
"ENSG00000264583",0,0,0,0,0,0,0,0,0,0
"ENSG00000231027",0,1.09958,0.957589,0,1.03023,0,0,0,0,0
"ENSG00000224695",0,0,0,0,0,0,0,0,0,0.395457
"ENSG00000255189",1.32914,1.89117,1.38758,5.91143,8.61305,2.10928,1.92272,1.36965,0,2.20882
"ENSG00000164114",1.42857,3.13792,1.83614,2.89859,4.51263,3.91037,4.5671,2.81718,19.6425,2.35259
"ENSG00000231699",0,0,0,0,0,0,0,7.10645,0,4.85826
"ENSG00000251710",0,0,0,0,0,0,0,0,0,0
"ENSG00000210184",0,0,0,0,0,0,0,0,0,0
"ENSG00000179632",32.2142,39.809,49.813,15.0029,4.24379,26.7854,69.0706,28.3816,34.8241,69.2428
"ENSG00000224570",0,0,0.174438,0,0,0,0.317043,0.120632,0,0.476385
"ENSG00000271677",0,1.65124,0,0,0,0,0,0,0,0
"ENSG00000114861",26.4809,84.6041,14.5946,68.7487,28.7788,15.7473,46.8431,46.0838,53.0663,27.9269
"ENSG00000268397",6.06824,23.6021,8.7095,0.833142,0.517937,7.94731,16.2963,13.451,2.05632,13.0701
"ENSG00000138193",0.400527,6.29746,1.00232,3.41005,0.183014,0.737253,0.804259,1.58299,5.52673,0.504937
"ENSG00000243073",0.0327561,0.373101,0.063649,0,0,0,0.014806,0,1.89698,0.085384
"ENSG00000152942",10.99,10.8903,9.68628,5.67838,0.703929,9.40618,11.398,10.2991,34.0977,9.97359
"ENSG00000240809",0,0,0,2.29657,0.0884149,0,0.139966,0,0,0.157209
"ENSG00000100968",0,3.52917,0.0332697,0,0,0.0374139,0.132714,0,0,0.325936
"ENSG00000272420",2.11493,0.901257,0.778648,0,0,0.857369,1.9166,1.84525,2.1229,0.173921
"ENSG00000232363",0,0,0,0,0,0,0,0,0,0
"ENSG00000227233",0.132473,0.16458,0.10054,0.17568,0.0784659,0.15516,0.0933424,0.340594,0.053832,0.242755
"ENSG00000085721",10.947,24.0197,15.4643,12.8174,10.6169,7.77244,5.79832,11.1977,43.5815,9.55575
"ENSG00000273311",1.78743,0.660744,0.96651,3.4216,0,1.47189,1.25351,1.29073,0,0.880864
"ENSG00000259209",4.83275,3.33148,1.93498,0,0,0.530184,1.79266,5.21167,0,2.58078
"ENSG00000136169",11.1656,11.5398,12.5573,12.9046,4.20089,9.60236,8.50856,8.78193,49.0097,5.24749
"ENSG00000121644",6.96984,10.4053,8.12444,1.36636,8.20637,2.29763,8.44993,3.76158,21.3343,7.35895
"ENSG00000138495",68.4848,33.6063,65.5122,51.0098,96.2975,73.1252,64.1734,67.3433,31.9199,52.29
"ENSG00000135903",0.0725081,0,0.16264,0,0,0.0457046,0.115308,0,10.6255,0.222747
"ENSG00000204528",0,2.53286,2.54679,7.39826,0,0,0,0,0,0
"ENSG00000251286",0,3.15857,0,0,0,0,0,0,0,0
"ENSG00000111863",0,6.63593,0,0,0,0.288643,0.231032,0.18868,0,0.0735751
"ENSG00000101323",0,0.421859,0,0,0,0,0,0,0.518195,0.0804076
"ENSG00000272456",0.627845,1.65589,0.17496,0,0,0.585216,0.426014,0.240458,0,0.791891
"ENSG00000263711",0,2.04874,0.0406838,0,0,0,0.0491715,0,10.058,0.308282
"ENSG00000262662",0.372567,0,0,0,0,0,0,0,0,0.183469
"ENSG00000219395",0.217139,0,0.241303,0,0,1.07187,0.589682,0,0,0
"ENSG00000142528",3.4856,6.37674,2.71613,11.4924,9.93234,5.46192,3.84252,4.40791,25.0755,3.60884
"ENSG00000103037",13.464,8.97193,16.2459,27.5717,15.0524,15.4613,21.1362,16.6446,0,12.5752
"ENSG00000255349",0,0.468115,0,0,0,0,0,0,36.2145,0
"ENSG00000123444",8.3981,16.7148,9.32634,13.9461,0.396398,8.06706,10.2203,14.2238,26.65,10.0614
"ENSG00000266135",0,0,0,0,0,0,0,0,0,0
"ENSG00000226086",0,0,0,0,0,0,0,0.259037,0,0.102412
"ENSG00000235023",0,0.125368,0.0784531,0,0,0.528747,0.442774,0.525786,1.54831,0.135203
"ENSG00000176973",2.82751,9.38455,2.6459,0,7.44159,4.56073,3.59363,2.35951,6.10879,7.92322
"ENSG00000252189",0,0,0,0,0,0,0,0,0,0
"ENSG00000211682",0,0,0,0,0,0,0,0,0,0
"ENSG00000231630",0,0,0,0,0,0,0,0,0,0
"ENSG00000249514",0,0,0,0,0,0.64123,0,0,51.9553,0
"ENSG00000231827",0.0675281,0,0,0,0,0,0,0,2.67008,0.0688844
"ENSG00000159479",34.2167,29.1142,41.694,27.1008,31.9443,52.2227,43.7191,47.6849,73.7674,35.4347
"ENSG00000112511",14.8636,16.3321,16.6757,19.9589,28.1576,18.8259,20.3578,32.4049,29.8892,53.6852
"ENSG00000254392",0,0,0,0,0,0,0,0,0,0
"ENSG00000202534",0,0,0,0,0,0,0,0,0,0
"ENSG00000231062",0,0,0.36005,0,0,0,0.442548,0,0,0
"ENSG00000259221",0,1.01993,0,0,0,0,0,0.0986351,0,0.259797
"ENSG00000159915",0.968674,6.01056,1.78403,4.56694,0,0.861515,2.58881,1.27869,0,3.07856
"ENSG00000200606",0,0,0,0,0,0,0,0,0,0
"ENSG00000178297",0,3.59718,0.0885978,0,0,0,0.107315,0.0307304,0,0.0806127
"ENSG00000253946",0,0,0,0,0,0,0,0,0,0.452977
"ENSG00000143248",2.41063,3.96828,1.76463,8.61444,1.01148,2.39171,2.13344,5.45165,0.583185,0.890436
"ENSG00000234336",0.879663,1.07919,0,0,0,0.0447323,0.288554,0.278835,0,1.08118
"ENSG00000144504",33.335,20.9567,26.1492,68.9875,19.4766,27.0592,38.265,33.1384,25.1726,17.062
"ENSG00000164116",2.64009,23.3158,4.7428,6.49497,1.03991,8.95013,5.80712,10.3596,21.052,6.8587
"ENSG00000197019",6.22941,5.04054,9.01101,25.9408,17.3597,11.1692,6.86261,6.89212,2.56804,11.7862
"ENSG00000138669",0.129825,3.18405,0.286582,0,0.37246,0.172822,0,0.133818,1.13349,0.22618
"ENSG00000273305",0.43478,4.39833,0,0,0,0,0.591335,0.644967,35.8543,0
"ENSG00000210117",0,0,0,0,0,0,0,0,0,0
"ENSG00000250927",0,0,0,1.83442,0,0,0,0,0,0.414103
"ENSG00000174013",1.3462,12.1123,1.07237,2.35677,4.20551,1.60696,2.01778,1.57215,7.24267,1.41266
"ENSG00000235110",0,3.20253,0,0,0,0,0,0,0,0
"ENSG00000227863",0,0,0,0,0,0,0,0,0,0
"ENSG00000251332",0.250796,0,0.55649,2.81232,0,0.92493,0.681289,0.379595,0,0.125114
"ENSG00000259235",0,0,0,0,0,0,0,1.22089,0,0.516105
"ENSG00000258507",0,0,0,0,0,0,0,0,0,0
"ENSG00000244019",0,0,0,0,0,0,0,0,0,0
"ENSG00000250385",0,0,0,0,0,0,0,0,0,0
"ENSG00000205944",0,0,0,0,0,0,0,0,0,0
"ENSG00000106069",25.1927,60.5211,38.7637,36.635,32.0723,35.9256,30.7826,59.3428,34.5472,47.0127
"ENSG00000251234",0,3.41678,0,0,0,0,0,0,1.63043,0.525405
"ENSG00000232301",0,0,0,0,0,0,0,0,0,0.344025
"ENSG00000214925",0,3.811,0,0,0,0,0.529615,0,0,0
"ENSG00000227851",0,2.89711,0,0,0,0.695319,0,0,0,0
"ENSG00000225715",16.0784,0,2.44724,7.39949,0,7.33617,5.0843,11.5457,0,8.93218
"ENSG00000254768",0,2.28949,0,0,0,0,0,0,3.62449,0
"ENSG00000176928",0,0.822623,0,0,0,0,0.103605,0,0,0.0391237
"ENSG00000233714",0,0.480273,0,0,0,0,0,0,0,0
"ENSG00000201529",0,0,0,0,0,0,0,0,0,0
"ENSG00000240250",0,0,0,0,0,0,0,0,0,0
"ENSG00000101158",34.9535,49.6412,64.5457,67.4889,78.6579,41.088,63.7866,46.8416,125.253,37.2949
"ENSG00000129455",0,2.60037,0,0,0,0,0,0,0,0.529946
"ENSG00000178904",5.59491,11.594,13.8717,16.8531,14.1884,21.578,17.9078,13.3273,2.91006,6.22677
"ENSG00000216902",0,0,0,0,0,0,0,0,0,0
"ENSG00000265875",0,0,0,0,0,0,0,0,0,0
"ENSG00000067840",0,0,1.01768,0,0,0.638529,0.0882146,0.337853,0.240844,0.240806
"ENSG00000254672",0.0849351,4.30795,0.0950211,0,0,0,0,0.131349,0,0
"ENSG00000150773",0,2.96906,0.255233,2.60954,0,0.64431,0,1.40723,3.91242,0.737723
"ENSG00000143033",45.1782,36.4748,43.8442,104.124,32.8968,53.0589,43.4305,102.07,59.4781,38.0728
"ENSG00000256150",0,14.5117,3.42173,0,0,0,0,0,0,0
"ENSG00000257941",0.685498,0,1.13614,0,27.9334,0.417238,0,0.513189,0,0.507841
"ENSG00000106410",0,0.17733,0,0,0,0,0,0,0,0.0831555
"ENSG00000033030",17.5937,45.7914,21.6065,12.2656,12.6327,21.3553,22.5211,23.2518,72.7249,20.8469
"ENSG00000083857",0,3.1208,0.0473817,0,0.00741963,0,0.0114341,0.142709,7.26167,0.312101
"ENSG00000161896",0.154264,0,0.0576216,0,0,0,0,0,0,0.0262772
"ENSG00000251249",0,1.28907,0.0566351,0,0.0658871,0.0636,0.137019,0.0785057,9.81955,0.103315
"ENSG00000267083",0.684049,1.21143,0.764152,0,0,1.56649,0.154653,1.8442,0,0.693837
"ENSG00000259847",0,0,0,0,0,0,0,0,12.2774,0
"ENSG00000226668",0.245966,3.36302,0.676377,4.19127,0,0.257002,0,0,0.150697,0
"ENSG00000268140",0,1.17195,0,0,0,0,0,0,0,0
"ENSG00000250006",0,0,0,0,0,0,0,0.375884,0,0.867221
"ENSG00000236313",0,0,0.371577,0,0,0,0,0,0,0
"ENSG00000269774",1.24663,2.97774,1.35509,27.9896,0,3.62817,0,1.99464,3.22733,0.707301
"ENSG00000261739",2.2601,2.73465,2.23618,4.50874,0.85173,1.98694,1.04896,2.48183,5.00009,2.11881
"ENSG00000273085",0,0.00124669,0,0,0,0.00093236,0,0,0,0
"ENSG00000260729",0.26006,2.95493,1.38066,7.15075e-73,0.0553656,0.155435,0.60043,0.144472,0.105543,0.720053
"ENSG00000245667",0.360678,1.84226,2.58858,0,0,0,1.96125,0.538994,0.309601,1.64483
"ENSG00000258630",0,1.10801,0.0928489,0,0,0,0,0.19255,0,0
"ENSG00000203818",8.45118,0.000273979,1.64597,26.0185,25.4177,7.16767,6.74198,8.38969,0,3.06092
"ENSG00000258517",0,0,0.54443,0,0,0,0,0,0,0.244898
"ENSG00000166986",307.521,218.453,280.406,417.396,136.45,165.595,236.279,186.959,170.39,218.144
"ENSG00000202050",0,0,0,0,0,0,0,0,0,0
"ENSG00000267503",7.45478,3.57057,7.64894,3.09888,5.4251,5.75387,13.1284,6.24896,0,11.8113
"ENSG00000259799",1.39021,0,1.53579,0,0,0.422885,1.18674,1.29422,0,1.02942
"ENSG00000150316",61.8599,31.1233,54.9022,26.9035,61.7415,59.6078,60.7521,58.3983,0.594394,69.4474
"ENSG00000259852",0,0,0,0,0,0,0.401153,0,0,0
"ENSG00000205331",0,0,0,0,0,0,0.248214,0,0,0
"ENSG00000231952",0,2.40171,0.689204,0,0,0.146173,1.0401,0.0450342,0,0.370839
"ENSG00000252894",0,0,0,0,0,0,0,0,0,0
"ENSG00000196748",0,0,0,0,0,0,0,0,0,0
"ENSG00000160229",4.6432,13.3927,6.67139,15.8646,1.21486,6.76801,8.46312,10.813,14.9514,8.71327
"ENSG00000206791",0,0,0,0,0,0,0,0,0,0
"ENSG00000261182",0,0,0,0,0,0,0,0,0,0.030503
"ENSG00000203780",0.69287,8.83116,0,0,0,0.284111,0,1.34928,2.94865,0.619687
"ENSG00000211978",0,0,0,0,0,0,0,0.939117,0,0
"ENSG00000132874",0.256356,2.80919,1.0078,3.3346,0.140358,0.144668,0.0509051,0.582828,3.81677,0.619754
"ENSG00000212039",0,0,0,0,0,0,0,0,0,0
"ENSG00000221923",3.02194,10.5061,11.1255,10.9291,9.92895,7.73985,7.3056,17.0591,56.6709,5.34301
"ENSG00000109805",0.776116,8.71921,1.45676,2.30477,0,0.912721,0.363131,0.0341602,0,0.0674293
"ENSG00000127329",1.00144,4.50584,2.97892,0.722799,2.58743,2.20229,1.54369,3.02658,0.204153,3.20565
"ENSG00000267102",2.11242,0,2.86551,0,0,0.737811,2.3412,1.52908,0,4.38109
"ENSG00000270720",1.33409,0,0.737317,0,0,0,0,0,0,0.824392
"ENSG00000262358",0,0,0,0,0,0,0,0,0,0
"ENSG00000250594",0,0,0,0,0,0,0,0,0,0
"ENSG00000271148",0,0,0,0,0,0,0,0,0,0
"ENSG00000144199",8.93117,23.5175,12.523,26.515,27.0251,27.3757,9.59756,30.8988,0.744785,8.0022
"ENSG00000263570",0,0,0,0,0,0,0,0,0,0
"ENSG00000259977",0,0,0,0,0,0,0,0,0,0
"ENSG00000261469",0,0,0.431542,0,0,0,0,0.291444,4.66271,0.19235
"ENSG00000229941",0,0,0,0,0,0,0.640706,0,0,0
"ENSG00000184361",0,0.194876,0.163106,0,0,0,0,0,5.27164,0.1114
"ENSG00000227394",0.677998,1.7369,0,0,1.91355,0.412827,1.84307,3.80838,0,1.33994
"ENSG00000108774",82.1862,54.4796,67.6733,53.6105,49.1719,80.7566,69.6255,51.0583,9.43455,70.9895
"ENSG00000130985",107.467,74.9661,73.8696,77.8974,88.5148,81.2257,82.5848,88.6658,69.9399,106.968
"ENSG00000212025",0,0,0,0,0,0,0,0,0,0
"ENSG00000064601",281.806,287.385,235.448,280.284,229.536,283.792,224.996,177.083,126.707,244.796
"ENSG00000147124",4.77926,7.05104,7.23332,5.01172,2.92478,3.30867,8.79143,3.13674,0,5.599
"ENSG00000189002",0.721834,0.474955,0.741884,0.788692,0.020456,0.089139,0.385091,0.0916672,0.934697,0.0904941
